Report_Num,Year,Occur_Date,Weekday,Location,Neighborho,Latitude,Longitude,GEOID,NAME
203340306,2020,11/29/2020,Sunday,232 FORSYTH ST SW,Downtown,33.74854,-84.396366,13121,Fulton
203350813,2020,11/30/2020,Monday,1683 LAKEWOOD AVE SE,Lakewood Heights,33.707976,-84.3802,13121,Fulton
203360694,2020,12/1/2020,Tuesday,3160 GREENBRIAR PKWY SW,Greenbriar,33.68606,-84.492884,13121,Fulton
203370129,2020,12/2/2020,Wednesday,1080 EUCLID AVE NE,Inman Park,33.764149,-84.351688,13121,Fulton
203371253,2020,12/2/2020,Wednesday,464 BISHOP ST NW,Loring Heights,33.792533,-84.40319,13121,Fulton
203381424,2020,12/3/2020,Thursday,343 JOSEPH E LOWERY BLVD SW,Ashview Heights,33.745665,-84.417821,13121,Fulton
203380252,2020,12/3/2020,Thursday,1222 WEST MARIETTA ST NW,Knight Park/Howell Station,33.786038,-84.427329,13121,Fulton
203380074,2020,12/3/2020,Thursday,2098 CAMPBELLTON RD SW,Campbellton Road,33.706678,-84.456082,13121,Fulton
203390202,2020,12/4/2020,Friday,1919 METROPOLITAN PKWY SW,Sylvan Hills,33.702702,-84.408608,13121,Fulton
203390659,2020,12/4/2020,Friday,507 JOSEPH E. LOWERY BLVD NW,English Avenue,33.768543,-84.417143,13121,Fulton
203390236,2020,12/4/2020,Friday,3640 CAMPBELLTON RD SW,,33.689169,-84.507963,13121,Fulton
203400787,2020,12/5/2020,Saturday,183 MT ZION RD SE,Glenrose Heights,33.672179,-84.387573,13121,Fulton
203410060,2020,12/5/2020,Saturday,2805 MACON DR SE,Glenrose Heights,33.679404,-84.388083,13121,Fulton
203400501,2020,12/5/2020,Saturday,3032 WANDA CIR SW,Hammond Park,33.673414,-84.412363,13121,Fulton
203400795,2020,12/5/2020,Saturday,864 YORK AVE SW,West End,33.73705,-84.416033,13121,Fulton
203411443,2020,12/6/2020,Sunday,655 HIGHLAND AVE NE,Old Fourth Ward,33.761044,-84.365952,13121,Fulton
203411796,2020,12/6/2020,Sunday,656 PRYOR ST SW,Mechanicsville,33.736978,-84.394491,13121,Fulton
203421644,2020,12/7/2020,Monday,357 EDGEWOOD AVE SE,Sweet Auburn,33.754201,-84.37595,13121,Fulton
203420523,2020,12/7/2020,Monday,265 PEACHTREE CENTER AVE NE,Downtown,33.761595,-84.38558,13121,Fulton
203421095,2020,12/7/2020,Monday,12 BROAD ST SW,Downtown,33.75445,-84.391383,13121,Fulton
203420087,2020,12/7/2020,Monday,1220 MECASLIN ST NW,Home Park,33.78853,-84.400276,13121,Fulton
203440007,2020,12/8/2020,Tuesday,373 LEGACY DR SW,Harris Chiles,33.743849,-84.419523,13121,Fulton
203440151,2020,12/8/2020,Tuesday,195 FAIRBURN RD NW,Adamsville,33.761069,-84.504255,13121,Fulton
203450391,2020,12/9/2020,Wednesday,3556 EMPIRE BLVD SW,Glenrose Heights,33.657158,-84.390937,13121,Fulton
203450111,2020,12/10/2020,Thursday,360 THOMASVILLE BLVD SE,Thomasville Heights,33.705675,-84.357121,13121,Fulton
203450056,2020,12/10/2020,Thursday,2524 M.L.K. JR DR SW,Harland Terrace,33.751499,-84.470668,13121,Fulton
203470060,2020,12/12/2020,Saturday,2800 M.L.K. JR DR SW,Harland Terrace,33.754168,-84.478745,13121,Fulton
203480307,2020,12/13/2020,Sunday,2284 CHESHIRE BRIDGE RD NE,Lindridge/Martin Manor,33.817488,-84.352555,13121,Fulton
203480659,2020,12/13/2020,Sunday,433 HIGHLAND AVE NE,Old Fourth Ward,33.761219,-84.373795,13121,Fulton
203481559,2020,12/13/2020,Sunday,3232 PEACHTREE RD NE,Buckhead Forest,33.844121,-84.374043,13121,Fulton
203480632,2020,12/13/2020,Sunday,2006 CONRAD AVE SE,Lakewood Heights,33.699442,-84.38133,13121,Fulton
203480294,2020,12/13/2020,Sunday,1050 HOWELL MILL RD,Home Park,33.78318,-84.413204,13121,Fulton
203480400,2020,12/13/2020,Sunday,1783 JOHNSON RD NW,Rockdale,33.785624,-84.444794,13121,Fulton
203491274,2020,12/14/2020,Monday,1600 PRYOR RD SW,The Villages at Carver,33.7104,-84.393052,13121,Fulton
203501405,2020,12/15/2020,Tuesday,765 MCDANIEL ST SW,Pittsburgh,33.733026,-84.402493,13121,Fulton
203500456,2020,12/15/2020,Tuesday,3594 ROU ROYAL AVE SW,Rue Royal,33.684967,-84.506017,13121,Fulton
203510571,2020,12/16/2020,Wednesday,3004 PIEDMONT RD NE,Garden Hills,33.836599,-84.368642,13121,Fulton
203521964,2020,12/17/2020,Thursday,1080 W PEACHTREE ST NW,Midtown,33.784687,-84.388245,13121,Fulton
203521674,2020,12/17/2020,Thursday,2865 HAPEVILLE RD SW,Glenrose Heights,33.67651,-84.393667,13121,Fulton
203530523,2020,12/18/2020,Friday,1099 BOULEVARD SE,Chosewood Park,33.724388,-84.368714,13121,Fulton
203530371,2020,12/18/2020,Friday,2020 HOWELL MILL RD NW,Wildwood (NPU-C),33.810225,-84.414561,13121,Fulton
203561282,2020,12/19/2020,Saturday,1099 BOULEVARD SE,Chosewood Park,33.724388,-84.368714,13121,Fulton
203610980,2020,12/19/2020,Saturday,114 MERRITTS AVE NW,Downtown,33.768616,-84.392945,13121,Fulton
203541427,2020,12/19/2020,Saturday,878 RALPH DAVID ABERNULLTHY BLVD,West End,33.737802,-84.416524,13121,Fulton
203540269,2020,12/19/2020,Saturday,33 SPRING LN NW,West Lake,33.756272,-84.438826,13121,Fulton
203561481,2020,12/21/2020,Monday,171 AUBURN AVE NE,Downtown,33.755417,-84.381587,13121,Fulton
203561278,2020,12/21/2020,Monday,50 ALABAMA ST SW,Downtown,33.751869,-84.389642,13121,Fulton
203560192,2020,12/21/2020,Monday,1720 MARIETTA BLVD NW,Hills Park,33.801575,-84.436795,13121,Fulton
203571712,2020,12/22/2020,Tuesday,1038 WASHINGTON ST SW,Peoplestown,33.726375,-84.39065,13121,Fulton
203590077,2020,12/24/2020,Thursday,261 WALKER ST SW,Castleberry Hill,33.747608,-84.40317,13121,Fulton
203590261,2020,12/24/2020,Thursday,1720 MARIETTA BLVD NW,Hills Park,33.801575,-84.436795,13121,Fulton
203590735,2020,12/24/2020,Thursday,3030 HEADLAND DR SW,Greenbriar,33.687401,-84.487802,13121,Fulton
203600854,2020,12/25/2020,Friday,150 WALTON ST NW,Downtown,33.758197,-84.392799,13121,Fulton
203600603,2020,12/25/2020,Friday,1550 MELROSE DR SW,Sylvan Hills,33.712741,-84.422211,13121,Fulton
203611370,2020,12/26/2020,Saturday,2625 PIEDMONT RD NE,Lindbergh/Morosgo,33.827401,-84.365706,13121,Fulton
203611264,2020,12/26/2020,Saturday,272 MARTIN ST SE,Capitol Gateway,33.7472,-84.383844,13121,Fulton
203620717,2020,12/27/2020,Sunday,18 WILLIAM HOLMES BORDERS SENIOR DR NE,Sweet Auburn,33.754799,-84.375737,13121,Fulton
203620342,2020,12/27/2020,Sunday,295 PONCE DE LEON AVE NE,Midtown,33.772183,-84.378086,13121,Fulton
203621447,2020,12/27/2020,Sunday,717 LEE ST SW,West End,33.735025,-84.414928,13121,Fulton
203621304,2020,12/27/2020,Sunday,906 RALPH DAVID ABERNULLTHY BLVD SW,West End,33.737715,-84.417386,13121,Fulton
203621546,2020,12/27/2020,Sunday,3032 STONE HOGAN CONN SW,Greenbriar,33.672903,-84.496224,13121,Fulton
203640923,2020,12/29/2020,Tuesday,241 FORSYTH ST SW,Downtown,33.748302,-84.397306,13121,Fulton
203650149,2020,12/30/2020,Wednesday,255 COURTLAND ST NE,Downtown,33.761546,-84.383562,13121,Fulton
203651052,2020,12/30/2020,Wednesday,360 WOODSTOCK DR SW,Baker Hills,33.760786,-84.514538,13121,Fulton
203660299,2020,12/31/2020,Thursday,1054 RIDGE AVE SW,Peoplestown,33.726336,-84.391717,13121,Fulton
203661583,2020,12/31/2020,Thursday,227 PEACHTREE ST SW,Downtown,33.748423,-84.395233,13121,Fulton
